,ID,DateTime,UserID,UserAction
3,105238,2020-06-12 12:14:34.990,1,Login
15,105250,2020-06-12 12:14:45.473,1,Open Pathway Page
109,105361,2020-06-12 12:14:46.037,1,Create PhaseWaypoint
51,105293,2020-06-12 12:15:04.693,1,Save PhaseWaypoint
109,105361,2020-06-12 12:15:43.037,1,Logout
