,ID,DateTime,UserID,UserAction
3,575219,2019-11-27 10:30:39.787,6,Login
5,575221,2019-11-27 10:30:41.310,6,Login
11,575227,2019-11-27 10:30:47.627,6,Open Application Page
12,575228,2019-11-27 10:30:49.587,6,Open ApplcationMenuCategory
16,575232,2019-11-27 10:30:52.087,6,Open FAQ Page
19,575235,2019-11-27 10:30:53.177,6,Select MenuType
21,575237,2019-11-27 10:30:53.327,6,Open FAQ Page
26,575242,2019-11-27 10:31:09.683,6,Select MenuType
28,575244,2019-11-27 10:32:45.520,6,Login
